Total Records,Date Range Start,Date Range End,Data Span Days,Average AQI,Median AQI,Max AQI,Min AQI,Std Dev,Unhealthy Hours (%),Hazardous Hours (%)
2236,2025-10-19 18:58:31.514000,2026-01-22 14:37:13.890000,94,94.78801431127013,96.8,161.0,64.7,18.628515568796317,3.2200357781753133,0.0
